---,Name,Star,SemiMajorAu,Eccentricity,InclinationDeg,PeriodDays,RadiusEarth,MassEarth,EqTempK,DiscoveryYear
Kepler_534_c,Kepler-534 c,Kepler_534,0.0761,0,88,7.37869,1.227,2.02,933,2021
Kepler_534_b,Kepler-534 b,Kepler_534,0.1272,0,88.78,15.9599,2.24,5.65,721,2016
Kepler_535_b,Kepler-535 b,Kepler_535,0.06011,0,89.93,4.90332,2.36,6.17,1247,2016
Kepler_536_b,Kepler-536 b,Kepler_536,0.02835,0,89.74,1.82708,3.1,9.8,1877,2016
Kepler_537_b,Kepler-537 b,Kepler_537,0.04317,0,88.14,3.24756,1.41,2.57,1181,2016
Kepler_538_b,Kepler-538 b,Kepler_538,0.3554,0.21,89.73,81.7378,2.215,12.9,417,2016
Kepler_539_b,Kepler-539 b,Kepler_539,0.4988,0.39,89.845,125.632,8.37312,308.295,387.6,2016
Kepler_539_c,Kepler-539 c,Kepler_539,2.42,0.5,90,1000,13.3,762.792,253,2016
Kepler_54_b,Kepler-54 b,Kepler_54,0.0619,0.022,89.59,8.01094,2.1,0.98,453,2012
Kepler_54_c,Kepler-54 c,Kepler_54,0.0809,0,89.96,12.0717,1.23,0.7,395,2012
Kepler_54_d,Kepler-54 d,Kepler_54,0.126,0,89.79,20.9957,1.53,12.0946,328,2014
Kepler_540_b,Kepler-540 b,Kepler_540,0.58822,0,90,172.705,2.71,7.8,355,2016
Kepler_541_b,Kepler-541 b,Kepler_541,0.06447,0,83.85,5.08006,3.36,11.2,1673,2016
Kepler_542_b,Kepler-542 b,Kepler_542,0.10703,0,88.51,13.145,1.57,3.09,698,2016
Kepler_543_b,Kepler-543 b,Kepler_543,0.1023,0,87.8,13.8996,2.5,6.8,521,2016
Kepler_544_b,Kepler-544 b,Kepler_544,0.15482,0,89.8,21.4162,2.12,5.14,748,2016
Kepler_545_b,Kepler-545 b,Kepler_545,0.11248,0,88.07,13.2493,2.69,7.7,806,2016
Kepler_546_b,Kepler-546 b,Kepler_546,0.0502,0,88.7,4.14702,7,39.1,1258,2016
Kepler_547_b,Kepler-547 b,Kepler_547,0.058,0,88.75,6.01038,4,15.1,768,2016
Kepler_548_b,Kepler-548 b,Kepler_548,0.0495,0,88.16,4.45419,11.99,-1,1017,2016
Kepler_549_d,Kepler-549 d,Kepler_549,0.1575,0,89.63,24.6148,4.2,16.4,586,2023
Kepler_549_b,Kepler-549 b,Kepler_549,0.23236,0,89.99,42.9496,2.57,11,487,2016
Kepler_549_c,Kepler-549 c,Kepler_549,0.45332,0,89.92,117.04,2.93,8.91,349,2016
Kepler_55_d,Kepler-55 d,Kepler_55,0.029,0,84.94,2.2111,1.59,3.15,931,2014
Kepler_55_e,Kepler-55 e,Kepler_55,0.048,0,86.99,4.61753,1.55,3.02,728,2014
Kepler_55_f,Kepler-55 f,Kepler_55,0.081,0,88.27,10.1985,1.59,3.15,559,2014
Kepler_55_b,Kepler-55 b,Kepler_55,0.1593,0,89.94,27.9481,2.43,43,400,2012
Kepler_55_c,Kepler-55 c,Kepler_55,0.2095,0,89.96,42.1516,2.21,69.8,349,2012
Kepler_550_b,Kepler-550 b,Kepler_550,0.0747,0,89.84,8.6001,4.42,17.9,760,2016
Kepler_551_b,Kepler-551 b,Kepler_551,0.0893,0,89.17,12.3765,2.73,7.9,483,2016
Kepler_552_b,Kepler-552 b,Kepler_552,0.0612,0,85.55,5.26342,3.95,14.8,1103,2016
Kepler_553_b,Kepler-553 b,Kepler_553,0.04766,0,88.94,4.03047,4.7414,116.007,1089,2016
Kepler_553_c,Kepler-553 c,Kepler_553,0.898,0.346,89.8314,328.24,11.5789,2129.45,251,2016
Kepler_554_b,Kepler-554 b,Kepler_554,0.03022,0,89.03,1.90221,4.29,17,1346,2016
Kepler_555_b,Kepler-555 b,Kepler_555,0.1201,0,89.21,16.2178,2.83,8.4,664,2016
Kepler_556_b,Kepler-556 b,Kepler_556,0.09833,0,89.97,11.7229,2.24,5.65,766,2016
Kepler_557_b,Kepler-557 b,Kepler_557,0.0469,0,82.05,3.70599,2.67,7.61,1281,2016
Kepler_558_b,Kepler-558 b,Kepler_558,0.1759,0,88.57,29.0079,2.37,6.21,498,2016
Kepler_559_b,Kepler-559 b,Kepler_559,0.1277,0,89.81,17.5875,3.61,12.7,706,2016
Kepler_56_b,Kepler-56 b,Kepler_56,0.1028,0.04,89.66,10.5016,6.51,22.1,1378,2012
Kepler_56_c,Kepler-56 c,Kepler_56,0.1652,0,80.4,21.4024,9.8,181,1087,2012
Kepler_56_d,Kepler-56 d,Kepler_56,2.16,0.2,90,1002,12.8,1784,324.75,2016
Kepler_560_b,Kepler-560 b,Kepler_560,0.0899,0.17,89.606,18.4776,1.72,3.61,298,2016
Kepler_561_c,Kepler-561 c,Kepler_561,0.05947,0,89.98,5.35016,2.68,7.65,989,2016
Kepler_561_b,Kepler-561 b,Kepler_561,0.29256,0,89.67,58.362,6.96,38.7,446,2016
Kepler_562_b,Kepler-562 b,Kepler_562,0.1333,0,88.73,18.0093,5.21,23.7,658,2016
Kepler_563_b,Kepler-563 b,Kepler_563,0.1418,0,89.97,22.1843,3.09,9.75,546,2016
Kepler_564_b,Kepler-564 b,Kepler_564,0.0484,0,90,3.75083,4.63,19.4,1129,2016
Kepler_565_b,Kepler-565 b,Kepler_565,0.0501,0,89.82,4.24375,3.64,12.9,1063,2016
Kepler_566_b,Kepler-566 b,Kepler_566,0.1247,0,88.81,18.4279,2.15,5.27,526,2016
Kepler_567_b,Kepler-567 b,Kepler_567,0.1229,0,89.41,16.543,2.25,5.69,611,2016
Kepler_568_b,Kepler-568 b,Kepler_568,0.0794,0,89.03,11.0235,2.26,5.73,429,2016
Kepler_569_b,Kepler-569 b,Kepler_569,0.19784,0,89.93,34.1889,3.16,10.1,526,2016
Kepler_57_b,Kepler-57 b,Kepler_57,0.05988,0.0162,88.9,5.72,3.135,25.06,850,2012
Kepler_57_c,Kepler-57 c,Kepler_57,0.09588,0.0725,89.96,11.6,2.196,6.86,671,2012
Kepler_570_b,Kepler-570 b,Kepler_570,0.0497,0,87.69,4.30166,2.45,6.57,1009,2016
Kepler_571_b,Kepler-571 b,Kepler_571,0.0546,0,86.64,4.7986,2.64,7.46,978,2016
Kepler_572_b,Kepler-572 b,Kepler_572,0.1192,0,89.98,17.2052,2.58,7.18,553,2016
Kepler_573_b,Kepler-573 b,Kepler_573,0.14527,0,89.96,22.1833,2.79,8.2,646,2016
Kepler_574_b,Kepler-574 b,Kepler_574,0.0723,0,89.95,7.6588,2.39,6.3,858,2016
Kepler_575_b,Kepler-575 b,Kepler_575,0.0788,0,87.68,9.37892,2.39,6.3,803,2016
Kepler_576_b,Kepler-576 b,Kepler_576,0.179,0,89.93,29.9114,3.27,10.7,541,2016
Kepler_577_b,Kepler-577 b,Kepler_577,0.1348,0,88.97,25.6958,2.55,7.04,314,2016
Kepler_578_b,Kepler-578 b,Kepler_578,0.0266,0,78.6,1.61688,2,4.66,1774,2016
Kepler_579_b,Kepler-579 b,Kepler_579,0.0854,0,87.59,9.66858,2,4.66,730,2016
Kepler_58_e,Kepler-58 e,Kepler_58,0.0533,0,84.65,4.45815,1.61,597.796,1212,2023
Kepler_58_b,Kepler-58 b,Kepler_58,0.09291,0.04,88.76,10.2185,2.78,35.5,920,2012
Kepler_58_c,Kepler-58 c,Kepler_58,0.12307,0,83.89,15.5742,2.86,53,799,2012
Kepler_58_d,Kepler-58 d,Kepler_58,0.236,0,88.44,40.1014,2.94,245.343,583,2014
Kepler_580_b,Kepler-580 b,Kepler_580,0.0683,0,89.39,8.22242,2.57,7.13,558,2016
Kepler_581_b,Kepler-581 b,Kepler_581,0.2259,0,89.41,40.607,2.63,7.41,521,2016
Kepler_582_b,Kepler-582 b,Kepler_582,0.1254,0,89.95,18.4924,3.68,13.1,603,2016
Kepler_583_b,Kepler-583 b,Kepler_583,0.0689,0,89.91,6.51003,2.28,5.82,1017,2016
Kepler_584_b,Kepler-584 b,Kepler_584,0.2281,0,88.18,35.181,4.21,16.5,664,2016
Kepler_585_b,Kepler-585 b,Kepler_585,0.03841,0,87.36,2.75236,2.83,8.4,1178,2016
Kepler_586_b,Kepler-586 b,Kepler_586,0.0331,0,89.99,2.10472,2.79,8.2,1365,2016
Kepler_587_b,Kepler-587 b,Kepler_587,0.0952,0,88.85,10.9403,2.23,5.6,764,2016
