---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
HD_190647,HD 190647,54.4738,301.832,-35.5395,G5 V,5656,1.376,1.069,0.29667,1
TOI_480,TOI-480,54.5306,88.3785,-16.2654,,6174,1.4877,1.2793,0.46195,1
DMPP_6,DMPP-6,54.6303,120.386,-70.0234,,6182.09,1.27,1.079,0.31544,2
6_Lyn,6 Lyn,54.6599,97.696,58.1612,K0 IV,4941,4.94,1.32,1.1186,1
TOI_5728,TOI-5728,54.7045,260.351,67.5504,,3419,0.37,0.36,-1.74669,1
HD_4732,HD 4732,54.7841,12.3085,-24.1369,K0 IV,4898,5.03,1.39,1.11826,2
HD_99109,HD 99109,54.7901,171.072,-1.52976,G8/K0 IV,5282,0.98,0.76,-0.17178,1
HD_24085,HD 24085,54.9004,56.2563,-70.0245,G0 V,6034,1.41255,1.22,0.37712,1
omi_UMa,omi UMa,54.9149,127.565,60.7177,G4 II-III,5075,13.84,2.72,2.06266,1
HD_2638,HD 2638,54.9621,7.499,-5.76496,K1 V,5186,0.94,0.77,-0.33,1
TOI_1416,TOI-1416,55.0135,216.923,41.953,G9 V,4884,0.793,0.798,-0.46008,1
HD_457,HD 457,55.0375,2.24929,-39.7372,,6114.04,1.28194,1.15,0.31574,1
TOI_5159,TOI-5159,55.1788,142.786,20.0193,,5156.16,0.854084,0.9,-0.29869,1
HD_105779,HD 105779,55.2411,182.661,-16.9565,G2,5792,0.94,0.89,-0.10791,1
HD_28254,HD 28254,55.2884,66.2108,-50.6228,G5 V,5664,1.48,1.1,0.34,1
HD_109286,HD 109286,55.4156,188.396,7.28091,G4 V,5694,1.089,0.98,-0.08393,1
TOI_2406,TOI-2406,55.419,8.80605,-3.37208,M4 V,3100,0.204,0.166,-2.46218,1
HD_8535,HD 8535,55.4401,20.9055,-41.2701,G0 V,6136,1.19,1.13,0.33266,1
HD_217786,HD 217786,55.4847,345.784,-0.430359,F8 V,5966,1.27,1.14,0.27646,2
TOI_1806,TOI-1806,55.5211,166.118,30.4586,,3272,0.401575,0.392935,-1.77852,1
HD_103891,HD 103891,55.5213,179.438,-8.54862,F9,6072,2.22,1.28,0.78604,1
HD_30177,HD 30177,55.5867,70.4771,-58.0208,G8 V,5680,1.019,0.98,0.0835,2
HD_25171,HD 25171,55.6146,58.9575,-65.1863,F8 V,6125,1.23,1.076,0.27646,1
HD_159868,HD 159868,55.8503,264.747,-43.1462,G5 V,5534,2.13,1.19,0.55574,2
HD_221585,HD 221585,55.8535,353.229,63.1556,G8 IV,5620,1.85058,1.19,0.4216,1
HD_109271,HD 109271,55.8716,188.397,-11.6215,G5 V,5783,1.29459,1.047,0.301,2
HD_221287,HD 221287,55.9231,352.836,-58.2098,F7 V,6304,1.13864,1.25,0.22011,1
TOI_4443,TOI-4443,56.0739,274.269,21.9095,,5834,1.01733,1.04913,0.03349,1
HD_93351,HD 93351,56.163,161.678,-1.68858,,5408,0.911435,0.94,-0.19371,2
xi_Aql,xi Aql,56.1858,298.562,8.46111,K0 III,4841,10.86,1.74,1.76745,1
HD_103774,HD 103774,56.4089,179.231,-12.108,F5 V,6489,1.58105,1.335,0.544,1
HD_290327,HD 290327,56.433,80.84,-2.27804,G8 V,5505,0.95,0.84,-0.14,1
HD_135625,HD 135625,56.518,229.451,-45.9226,G3 IV/V,6040.64,1.35743,1.28,0.34446,1
HD_156411,HD 156411,56.8655,259.964,-48.5502,F8 IV/V,5900,2.16,1.25,0.731,1
K2_315,K2-315,56.9686,228.021,-20.1082,M(3.5+/-0.5) V,3300,0.196,0.174,-2.38722,1
TOI_269,TOI-269,57.0225,75.8463,-54.1777,M2 V,3514,0.398,0.3917,-1.64675,1
HD_148156,HD 148156,57.1289,247.072,-46.3175,G0/2 V,6308,1.21,1.22,0.25042,1
HD_103197,HD 103197,57.1463,178.22,-50.2928,K1 V(P),5250,0.88,0.8,-0.3279,1
2MASS_J22501512_2325342,2MASS J22501512+2325342,57.2309,342.563,23.4259,M3,3352,0.437589,0.433173,-1.66196,1
HD_183579,HD 183579,57.2651,293.287,-54.5327,G2 V,5784,0.96,0.996,-0.03386,1
HD_89839,HD 89839,57.3063,155.169,-53.664,F7 V,6314,1.28588,1.21,0.37479,1
TOI_444,TOI-444,57.3973,64.184,-26.7664,K1/2 V,5225,0.779,0.96,-0.41794,1
HD_165131,HD 165131,57.4263,271.344,-21.6737,G3/5 V,5870,1.06419,1.06,0.08329,1
HD_5278,HD 5278,57.5846,12.5468,-83.7438,F V,6203,1.194,1.126,0.28035,2
HD_74156,HD 74156,57.603,130.605,4.57723,G0,6068,1.51058,1.1,0.40075,2
HD_125612,HD 125612,57.6207,215.223,-17.4818,G3 V,5900,1.07,1.05,0.06,3
TOI_6281,TOI-6281,57.7451,172.379,-40.6094,,4533.23,0.874219,0.65,-0.68565,1
TOI_654,TOI-654,57.7553,164.725,-5.54754,M2 V,3521,0.43,0.419,-1.60906,1
HD_94771,HD 94771,57.7807,163.975,-35.1145,G3/G5 V,5631,1.903,1.2,0.51587,1
TOI_2257,TOI-2257,57.7911,194.74,77.6617,M3,3430,0.313,0.328,-1.86713,1
HD_155193,HD 155193,57.7995,257.421,10.0381,F8 IV,6239,1.76439,1.221,0.6411,1
HD_30669,HD 30669,58.0844,72.1199,-28.4191,G9 V,5400,0.91,0.92,-0.14602,1
HD_5608,HD 5608,58.1105,14.5594,33.9506,K0 IV,4807,5.43,1.29,1.15473,1
HD_31253,HD 31253,58.1438,73.6823,12.352,F8,6130,1.75,1.7,0.51667,1
TOI_1130,TOI-1130,58.2609,286.376,-41.4376,K6-K7,4360,0.697,0.745,-0.85387,2
HIP_94235,HIP 94235,58.5146,287.741,-60.2726,G V,5991,1.08,1.094,0.13759,1
TOI_1184,TOI-1184,58.5946,272.205,60.6788,,4534,0.69,0.71,-0.70115,1
TOI_712,TOI-712,58.6212,92.9361,-65.8258,K4.5 V,4622,0.674,0.732,-0.72793,3
HD_233832,HD 233832,58.742,171.52,50.3763,G0,4981,0.68,0.71,-0.52273,1
HD_207832,HD 207832,58.9291,328.152,-26.0272,G5 V,5726,0.89,1.05,-0.11,2
HIP_109384,HIP 109384,58.9582,332.409,71.314,G5,5180,0.831075,0.78,-0.31878,1
HD_70573,HD 70573,59.182,125.708,1.85911,G1-1.5 V,5737,0.976919,1,-0.00083,1
TOI_286,TOI-286,59.2293,90.9843,-60.6663,K3 V,5152,0.78,0.832,-0.41364,2
K2_136,K2-136,59.2474,67.4129,22.8826,K5 V,4500,0.677,0.742,-0.7765,3
TOI_1824,TOI-1824,59.4314,197.731,61.7448,,5165,0.8123,0.8801,-0.37263,1
HD_108874,HD 108874,59.5175,187.613,22.8794,G5,5600,1.05,1.1,-0.00072,2
TOI_2411,TOI-2411,59.5362,20.9225,-8.70179,,4099,0.68,0.65,-0.87076,1
TOI_815,TOI-815,59.7117,155.872,-43.8349,K3 V,4869,0.77,0.776,-0.50459,2
HD_16175,HD 16175,59.859,39.2577,42.0625,G2,5981,1.72,1.63,0.50786,1
TOI_2322,TOI-2322,59.861,116.973,-71.002,K4,4664,0.662,0.703,-0.74232,2
HD_170469,HD 170469,60.178,277.296,11.6954,G5 IV,5842,1.24,1.1,0.204,1
HD_124330,HD 124330,60.1977,212.821,54.409,G4 IV,5873,1.30446,1.15,0.33766,1
HD_181720,HD 181720,60.2046,290.721,-32.9208,G1 V,5736,1.5,1.03,0.288,1
TOI_757,TOI-757,60.3418,187.995,-35.5545,K0 V,5278,0.78,0.8,-0.37675,1
TOI_880,TOI-880,60.6679,94.1645,-13.9873,K,5050,0.83,0.87,-0.44771,2
TOI_1728,TOI-1728,60.798,120.612,64.7972,M0,3980,0.6243,0.646,-1.05552,1
HD_184010,HD 184010,60.7993,292.84,26.6173,K0 III-IV,4971,4.86,1.35,1.11694,3
HD_68988,HD 68988,60.8447,124.594,61.4609,G2 V,5932,1.19,1.28,0.22184,2
HD_76700,HD 76700,60.8831,133.478,-66.8005,G6 V,5644,1.37,0.99,0.25719,1
TOI_521,TOI-521,60.9425,123.344,12.2221,M3,3544,0.421,0.42,-1.5986,1
HD_6860,HD 6860,61.1247,17.433,35.6205,M0 III,3802,86.4,2.49,3.22398,1
TOI_5319,TOI-5319,61.171,35.2136,23.5204,M,3580,0.485,0.5,-1.45905,1
HD_80913,HD 80913,61.3603,138.102,-81.7685,,6013.24,1.6542,1.11,0.50831,1
TOI_1075,TOI-1075,61.4592,309.971,-65.4497,K9 V/M0 V,3875,0.581,0.604,-1.14436,1
HD_56957,HD 56957,61.4925,109.325,-40.6561,,5743,1.77793,1.03,0.49108,1
TOI_4342,TOI-4342,61.5204,324.389,-77.9791,M0 V,3866,0.598,0.587,-1.12494,2
HD_94890,HD 94890,61.7012,164.18,-37.1383,K0 III,4867,10.71,1.74,1.7635,2
HD_203387,HD 203387,61.7477,320.562,-16.8345,,5174.32,10.5852,2.817,1.86,2
HIP_65407,HIP 65407,61.7804,201.088,48.8847,K0,5460,0.952252,0.93,-0.18603,2
HIP_65_A,HIP 65 A,61.7856,0.185606,-54.8308,K4 V,4590,0.7242,0.781,-0.67799,1
HD_217958,HD 217958,61.7957,346.137,-25.6918,,5930.64,1.32619,1.08,0.29231,1
K2_141,K2-141,61.8736,350.917,-1.18918,K7 V,4570,0.681,0.708,-0.75,2
HD_112300,HD 112300,62.0732,193.899,3.39724,M1 III,3657,65.8,1.4,2.70121,1
TOI_122,TOI-122,62.118,332.948,-58.9461,M3 V,3403,0.334,0.312,-1.85387,1
TOI_1799,TOI-1799,62.1274,167.233,34.303,,5690,0.957,1.01,-0.06198,1
TOI_2081,TOI-2081,62.3446,264.302,53.0256,M1.0,3800,0.534,0.54,-1.33847,1
K2_400,K2-400,62.3804,154.511,3.69693,M3,3578,0.382,0.374,-1.74791,1
HD_43197,HD 43197,62.4112,93.3993,-29.8972,G8 V,5508,1,0.96,-0.137,2
HIP_116454,HIP 116454,62.4491,353.954,0.444704,K1,5048,0.758,0.8,-0.47314,1
DMPP_1,DMPP-1,62.5388,86.7761,-10.6303,F8 V,6196,1.26,1.21,0.31955,4
K2_91,K2-91,62.5785,63.2182,24.2047,,3622,0.284,0.292,-1.84126,1
TOI_178,TOI-178,62.699,7.30201,-30.4541,K,4316,0.662,0.647,-0.86646,6
HD_190228,HD 190228,62.7146,300.754,28.3066,G5 IV,5360,2.58658,1.415,0.697,1
HD_102843,HD 102843,62.758,177.585,-1.2523,K0 V,5436,0.961488,0.95,-0.13814,1
HD_177830,HD 177830,62.7674,286.336,25.9204,K0,4949,2.62,1.47,0.68502,2
HD_22946,HD 22946,62.7792,54.8195,-42.763,F7/F8V,6169,1.117,1.098,0.20919,3
K2_28,K2-28,62.9969,335.623,-7.95635,M4,3214,0.288,0.257,-1.9397,1
HD_154672,HD 154672,63.0484,257.521,-56.4498,G3 IV,5743,1.32,1.18,0.25722,1
TOI_4602,TOI-4602,63.0637,60.6003,31.3298,G5,5966,1.08,0.9,0.11394,1
HD_109749,HD 109749,63.0821,189.317,-40.8121,G3 V,5824,1.22,1.13,0.19,1
HD_165155,HD 165155,63.3574,271.489,-29.9173,G8 V,5426,0.95,1.02,-0.1549,1
HD_154857,HD 154857,63.4482,257.816,-56.681,G5 V,5605,1.76,1.718,0.66269,2
HD_20329,HD 20329,63.6796,49.1781,15.6564,,5596,1.13,0.9,0.04922,1
Kepler_37,Kepler-37,63.9207,284.059,44.5184,,5357,0.789,0.79,-0.32187,4
TOI_824,TOI-824,63.9262,222.165,-57.5889,K4 V,4600,0.695,0.71,-0.70997,1
K2_257,K2-257,64.0065,188.278,-1.95329,,3725,0.5,0.52,-1.38099,1
HIP_67851,HIP 67851,64.1181,208.465,-35.3147,K0 III,4840,5.45,1.28,1.16673,2
TOI_663,TOI-663,64.2308,160.066,-8.51108,M1 V,3681,0.512,0.514,-1.37033,3
2MASS_J12073346_3932539,2MASS J12073346-3932539,64.308,181.889,-39.5484,M8,2825,0.21887,0.188001,-2.56086,1
HD_188641,HD 188641,64.3399,299.405,-37.7449,,5897.32,1.94492,1.07,0.61512,1
HD_220197,HD 220197,64.411,350.495,16.6323,G5,5683,0.98,0.91,-0.00343,1
HD_213472,HD 213472,64.4527,337.707,40.7222,,5729.54,1.4339,1.04813,0.28533,1
HD_108236,HD 108236,64.5978,186.574,-51.3631,G3 V,5660,0.877,0.869,-0.14997,5
HD_307842,HD 307842,64.5997,159.341,-63.6557,G,5558,0.907,0.91,-0.19034,1
HD_211810,HD 211810,64.6353,334.529,61.135,G5,5652,1.13,1.03,0.07,1
HD_220842,HD 220842,64.6498,351.653,56.8871,F8,5960,1.41647,1.13,0.35703,1
TOI_277,TOI-277,64.6692,19.0767,-20.9533,,4031,0.362,0.16,-1.3504,1
WASP_107,WASP-107,64.7414,188.386,-10.1462,K6,4425,0.657,0.683,-0.87943,2
TOI_1696,TOI-1696,64.9172,65.2806,48.8198,M5V,3185,0.2775,0.255,-2.14813,1
TOI_1203,TOI-1203,64.9943,168.227,-34.4069,G3 V,5737,1.179,0.886,0.12977,4
TOI_913,TOI-913,65.1769,234.572,-80.8034,,4969,0.7325,0.82,-0.53057,1
K2_288_B,K2-288 B,65.6138,55.4443,18.2685,M3 V,3341,0.32,0.33,-1.93,1
HD_191806,HD 191806,65.6668,302.369,52.2767,K0,6010,1.40223,1.07,0.3483,1
HIP_97166,HIP 97166,65.9501,296.245,74.0629,K0 V,5216,0.8418,0.9342,-0.32514,2
HIP_8923,HIP 8923,65.9957,28.7251,-11.5113,G3 V,5980,1.32164,1.01,0.27354,1
2MASS_J0249_0557_A,2MASS J0249-0557 A,66.0613,42.4852,-5.95999,M6 V,2859,0.315959,0.046,-2.59,1
TOI_1630,TOI-1630,66.0929,352.017,75.5526,,5504,0.83,0.95,-0.26764,1
HIP_39017,HIP 39017,66.3217,119.767,-4.3326,A9/F0,7201,1.51987,1.52,0.74788,1
HIP_109600,HIP 109600,66.3361,333.027,29.0662,G5,5530,0.971958,0.87,-0.07873,1
Kepler_1651,Kepler-1651,66.4074,283.628,48.3908,,3713,0.503,0.522,-1.368,1
K2_72,K2-72,66.4321,334.623,-9.61201,,3360.47,0.330989,0.271365,-1.83673,4
HD_80606,HD 80606,66.4711,140.657,50.6038,G5,5565,1.05,1.05,-0.00237,1
TOI_7384,TOI-7384,66.7902,83.1032,-39.8343,M4,3185,0.319,0.318,-2.02507,1
Kepler_138,Kepler-138,66.8624,290.381,43.2931,M1 V,3841,0.535,0.535,-1.25181,4
TOI_672,TOI-672,66.9071,167.991,-39.3281,M0 V,3810,0.54,0.54,-1.31885,1
TOI_512,TOI-512,67.3975,96.6467,-38.6072,,5277,0.89,0.74,-0.25696,1
HD_129445,HD 129445,67.4386,221.51,-68.763,G6 V,5646,1.17582,0.99,0.08968,1
HD_208897,HD 208897,67.4872,329.749,19.0202,K0,4860,4.98,1.25,1.09,1
K2_233,K2-233,67.5062,230.48,-20.2318,K3,4796,0.71,0.79,-0.52288,3
HIP_9618,HIP 9618,67.5478,30.905,21.2813,,5649,0.9593,0.942,-0.0716,2
HD_6061,HD 6061,67.6203,15.5981,37.1854,,5934,1.0072,1.0269,0.05538,1
HD_163607,HD 163607,67.7855,268.418,56.3925,G5,5522,1.76,1.12,0.42,2
HD_86264,HD 86264,67.8107,149.241,-15.8954,F7 V,6210,1.88,1.26,0.66,1
HD_109246,HD 109246,67.8349,188.027,74.4893,G0 V,5844,1.07,1.2,0.10028,1
HD_27969,HD 27969,67.9328,66.7068,42.9087,G0 V,5966,1.27,1.16,0.5282,1
HD_11977,HD 11977,67.9331,28.7347,-67.647,G8 III/IV,4970,10.09,1.91,1.83858,1
TOI_871,TOI-871,68.0473,74.7376,-50.6274,,4929,0.719,0.758,-0.56004,1
TOI_1064,TOI-1064,68.0726,296.004,-47.562,,4734,0.726,0.748,-0.62342,2
HD_66141,HD 66141,68.1509,120.566,2.33503,K2 III,4323,21.4,1.1,2.24,1
Kepler_409,Kepler-409,68.173,293.679,46.8527,,5421,0.897,0.913,-0.20201,1
TOI_469,TOI-469,68.192,93.0578,-14.6493,,5289,0.98,0.901,-0.14921,3
TOI_128,TOI-128,68.4727,79.5209,-80.9644,,6086,1.13,0.851969,0.18874,1
HD_143361,HD 143361,68.5146,240.459,-44.4351,G6 V,5507,0.916,0.968,-0.09151,1
TOI_4184,TOI-4184,69.3649,43.8285,-79.4147,M5.5+/-0.5,3238,0.2347,0.2109,-2.2644,1
K2_151,K2-151,69.4798,19.3048,9.50127,M1.5 V,3695,0.45,0.47,-1.55284,1
2MASS_J22362452_4751425,2MASS J22362452+4751425,69.5737,339.103,47.8617,K7 V,4045,0.641152,0.6,-1.02143,1
HD_35843,HD 35843,69.6026,81.3489,-44.4313,,5666,0.897,0.94,-0.12494,2
HD_179079,HD 179079,69.7116,287.79,-2.63877,G5 IV,5646,1.63,1.14,0.38,1
HD_72892,HD 72892,69.7311,128.72,-14.4574,G5 V,5688,1.22,1.01,0.14613,1
TOI_1648,TOI-1648,69.835,45.4012,69.2299,,4850,0.81,0.83,-0.45377,1
eps_CrB,eps CrB,69.8683,239.397,26.8776,K2 III,4406,21,1.7,2.23521,1
HD_105618,HD 105618,70.0837,182.402,11.2116,,5671,1.27399,1.01,0.17967,2
TOI_2211,TOI-2211,70.2932,308.539,-29.6726,,5253,0.834,0.9,-0.32094,1
TOI_1238,TOI-1238,70.7145,201.382,68.8361,K7/M0,4089,0.58,0.59,-1.08249,2
HD_132406,HD 132406,70.7832,224.228,53.381,G0 V,5766,1.34,0.973,0.25996,1
TOI_1739,TOI-1739,70.9819,240.172,83.2587,,4814,0.781,0.78,-0.52433,1
HAT_P_20,HAT-P-20,71.0374,111.916,24.3361,K3,4595,0.694,0.756,-0.721,1
HD_175167,HD 175167,71.0863,285.003,-69.9451,G5 IV/V,5635,1.75,1.09,0.45593,1
HD_35759,HD 35759,71.2423,82.8887,64.3184,G0,6060,1.75997,1.15,0.53724,1
HD_148427,HD 148427,71.3499,247.117,-13.3996,K0 III- IV,5025,3.86,1.64,0.78,1
TOI_1823,TOI-1823,71.6456,196.22,63.7533,,4927,0.8049,0.8414,-0.46092,1
HD_192699,HD 192699,71.8627,304.025,4.58057,G8 IV,5041,4.41,1.38,1.009,1
TOI_1180,TOI-1180,72.0238,214.556,82.1938,,4738,0.73,0.75,-0.57675,1
K2_122,K2-122,72.0444,126.476,20.3593,M0,4009,0.59,0.63,-1.10237,1
24_Sex,24 Sex,72.0691,155.868,-0.9024,K0 IV,5098,4.9,1.54,1.164,2
K2_65,K2-65,72.2,333.213,-10.9261,,5213,0.84,0.87,-0.328,1
HD_95872,HD 95872,72.2195,165.866,-22.0943,K0 V,5312,0.84,0.7,-0.24208,1
TOI_6041,TOI-6041,72.4731,46.061,43.5577,G7,5445,0.879,0.885,-0.21254,2
HD_200964,HD 200964,72.5922,316.666,3.80334,G8 IV,4982,4.92,1.39,1.064,2
TOI_1410,TOI-1410,72.7512,334.883,42.5603,,4635,0.7558,0.7941,-0.6216,2
K2_155,K2-155,72.7998,65.4696,21.3533,K7,4258,0.58,0.65,-1.22915,3
TOI_3235,TOI-3235,72.811,207.474,-46.0665,M V,3388.8,0.3697,0.3939,-1.78968,1
TOI_1742,TOI-1742,72.8871,257.329,71.8767,,5815,1.131,1.0861,0.12123,1
K2_240,K2-240,72.9105,227.849,-17.8754,M0.5 V,3810,0.54,0.58,-1.27572,2
HD_126614,HD 126614,73.0961,216.701,-5.17841,G8 IV,5568,1.36979,0.96,0.08279,1
HD_219828,HD 219828,73.114,349.695,18.6458,G0 IV,5891,1.56,1.04,0.42,2
HD_149143,HD 149143,73.2801,248.213,2.08445,G0,5856,1.44,1.2,0.35,1
HD_159243,HD 159243,73.3055,263.34,5.70083,G0 V,6123,1.12,1.125,0.114,2
TOI_1448,TOI-1448,73.3345,316.324,57.7711,,3412,0.38,0.372,-1.75498,1
4_UMa,4 UMa,73.4603,130.053,64.3281,K1 III,4415,18.11,1.234,2.06236,1
Gaia_4,Gaia-4,73.4829,209.506,31.6955,,4034,0.624,0.644,-0.99957,1
TIC_88692598,TIC 88692598,73.5258,149.211,47.7707,,3483.17,0.532473,0.529218,-1.36028,1
HD_87646,HD 87646,73.5835,151.67,17.895,G,5770,1.55,1.12,0.95972,1
TOI_1260,TOI-1260,73.5977,157.144,65.8542,K6 V,4227,0.672,0.679,-0.88941,3
HD_88133,HD 88133,73.6123,152.532,18.1857,G5,5392,2.2,1.26,0.49678,1
HD_128717,HD 128717,73.636,219.088,57.561,,6210,1.248,1.212,0.322,1
TOI_6894,TOI-6894,73.8131,173.469,12.4511,,3007,0.2276,0.207,-2.42597,1
HD_135694,HD 135694,73.8713,227.868,71.8413,,5712,1.08,1.02,0.03941,1
TOI_1732,TOI-1732,74.7599,111.801,53.0453,,4201.93,0.632571,0.613891,-1.08955,1
TOI_421,TOI-421,74.7969,81.8533,-14.2767,G9 V,5291,0.866,0.833,-0.26777,2
Kepler_16,Kepler-16,75.0852,289.076,51.7572,,4450,0.6489,0.6897,-0.90301,1
HD_69123,HD 69123,75.116,123.555,-35.4899,K1 III,4842,7.72,1.68,1.46997,1
K2_344,K2-344,75.1691,136.361,21.6686,,4374,0.49,0.51,-1.22508,1
K2_133,K2-133,75.1703,70.1494,25.0098,M1.5 V,3655,0.455,0.461,-1.47886,4
TOI_2133,TOI-2133,75.1973,261.244,32.7984,,4250,0.62,0.644,-0.85248,1
TOI_733,TOI-733,75.2092,159.409,-40.8883,G,5585,0.949,0.956,-0.08619,1
HD_206255,HD 206255,75.2363,325.592,-50.0936,G5 IV/V,5635,2.22149,1.42,0.65156,1
14_And,14 And,75.4392,352.824,39.2358,K0 III,4888,11.55,1.78,1.83992,1
TOI_1278,TOI-1278,75.5759,320.478,35.6486,M0 V,3799,0.573,0.54,-1.21183,1
K2_184,K2-184,75.5857,129.141,14.4619,,5245,0.75,0.84,-0.39912,1
TOI_6000,TOI-6000,75.7664,292.606,68.1546,,3419,0.38,0.37,-1.75585,1
HD_149026,HD 149026,75.8643,247.623,38.3475,G0,6179,1.41,1.42,0.48,1
HIP_98599,HIP 98599,75.9428,300.409,-22.1111,F7 V,5978,1.39484,1.19,0.43205,1
DMPP_8,DMPP-8,76.1335,305.308,-81.6167,,6009,1.24,0.99,0.23219,1
K2_286,K2-286,76.1486,233.37,-16.7737,M0 V,3926,0.62,0.64,-1.04576,1
18_Del,18 Del,76.222,314.608,10.8391,G6 III,4980,8.8,2.1,1.63367,1
K2_209,K2-209,76.4986,14.6903,1.38281,,4720,0.712365,0.74479,-0.58815,1
HD_67087,HD 67087,76.5217,121.916,31.5512,F8 V,6330,1.55,1.36,0.54,2
TOI_2104,TOI-2104,76.7418,151.612,83.0878,,4856.13,0.723757,0.8,-0.56286,1
ome_Ser,ome Ser,76.7556,237.573,2.1963,G8 III,4724,10.99,1.01,1.73384,1
TOI_257,TOI-257,76.9028,47.5173,-50.8323,,6095,1.867,1.407,0.63649,1
HD_148164,HD 148164,77.1971,246.435,11.9191,F8,6032,1.34,1.21,0.33,2
TOI_969,TOI-969,77.2554,115.137,2.09859,K V,4435,0.671,0.734,-0.70042,2
K2_266,K2-266,77.5586,157.936,0.937278,,4285,0.703,0.686,-0.82333,4
TOI_2141,TOI-2141,77.682,258.762,18.3403,,5635,0.95,0.896,-0.05,3
K2_321,K2-321,77.6888,156.405,2.51388,,3750,0.595,0.578,-1.20066,1
TOI_4363,TOI-4363,77.7751,37.1106,-12.5494,,4278.45,0.69132,0.62,-0.95684,1
HD_55696,HD 55696,77.9693,108.062,-38.1746,G0 V,6012,1.52,1.29,0.43,1
HD_75898,HD 75898,78.0505,133.461,33.0567,F8 V,6122,1.55,1.295,0.46,2
HD_17156,HD 17156,78.0863,42.4366,71.7531,G5,6046,1.517,1.285,0.44091,1
HD_68402,HD 68402,78.4293,121.347,-74.4101,G5 IV/V,5950,1.02,1.12,0.06819,1
TOI_2768,TOI-2768,78.4525,99.3641,-15.4812,M,4008,0.657,0.63,-0.99801,1
HIP_105854,HIP 105854,78.6381,321.596,-37.8295,K2 III,4780,10.3051,2.1,1.67,1
HIP_74890,HIP 74890,78.6562,229.571,-41.4211,K1 III,4850,5.77,1.74,1.21484,1
TOI_1453,TOI-1453,78.7415,258.223,57.1978,,4975,0.72,0.715,-0.57539,2
TOI_3353,TOI-3353,78.7577,106.53,-75.8196,,6365,1.0207,1.33209,-0.0264,1
Kepler_1582,Kepler-1582,78.8906,289.377,41.1581,,3208,0.3,0.28,-2.38864,1
HD_224538,HD 224538,79.0608,359.716,-61.5869,F8/G0 IV/V,6097,1.54,1.23,0.46982,1
HD_21520,HD 21520,79.208,51.6403,-43.6137,,5871,1.044,1.09,0.06595,1
K2_146,K2-146,79.3002,130.027,19.0923,M3.0 V,3385,0.33,0.331,-1.82391,2
TOI_6054,TOI-6054,79.407,56.337,60.3509,,6047,1.662,1.107,0.52244,2
TOI_1105,TOI-1105,79.5225,146.054,-89.4715,,4678.46,0.755833,0.74,-0.61342,1
HD_13908,HD 13908,79.5515,34.5609,65.5942,F8 V,6255,1.67,1.29,0.602,2
HD_109833,HD 109833,79.5561,189.776,-74.574,,5881,1,1.08,0.07188,2
HD_1397,HD 1397,79.5702,4.44716,-66.3589,G5 III/IV,5521,2.336,1.324,0.65992,1
TOI_1898,TOI-1898,79.6682,144.555,23.5467,,6241,1.6131,1.2484,0.55121,1
TOI_3785,TOI-3785,79.7634,130.9,63.0781,M2 V,3576,0.5,0.52,-1.43533,1
TOI_1777,TOI-1777,79.7665,151.807,46.1149,,5859,0.98,1.06,0.01189,1
TOI_4860,TOI-4860,80.1423,183.564,-13.1748,M3.5 V,3260,0.358,0.34,-1.83565,1
HD_194490,HD 194490,80.2349,306.998,-51.6645,,5861.32,1.14911,1.06,0.1474,1
LTT_9779,LTT 9779,80.4373,358.669,-37.6282,G7 V,5443,0.949,1.02,-0.16749,1
TOI_238,TOI-238,80.5407,349.231,-18.6066,K2V,5059,0.733,0.79,-0.47083,2
TOI_4479,TOI-4479,80.6532,316.097,24.6537,M3.0,3400,0.451,0.452,-1.60432,1
HD_332231,HD 332231,80.6665,306.741,33.7444,F8,6128,1.266,1.1642,0.30792,1
TOI_5817,TOI-5817,80.7542,322.378,21.4745,G2 IV-V,5770,1.427,0.97,0.31175,1
K2_167,K2-167,80.8994,336.576,-18.0117,F7 V,6310,1.499,1.084,0.50651,1
TOI_1710,TOI-1710,81.2271,94.2838,76.211,G5 V,5775,0.93,1.02,-0.0655,1
HD_4203,HD 4203,81.3795,11.1722,20.4484,G5,5582,1.49795,0.99,0.29285,2
HD_9174,HD 9174,81.4893,22.5043,-19.6053,G8 IV,5577,1.67,1.03,0.38202,1
TOI_2345,TOI-2345,81.6541,43.8848,-34.978,K,4687,0.729,0.727,-0.63639,2
HIP_75092,HIP 75092,81.6696,230.172,-25.9911,K0 III,4891,4.53,1.28,1.01995,1
HAT_P_22,HAT-P-22,81.7647,155.681,50.1287,G5 V,5302,1.11,1.13,-0.114,1
TOI_2453,TOI-2453,81.9043,74.8375,12.9364,,3720.23,0.502498,0.500519,-1.41349,1
TOI_1062,TOI-1062,82.1733,38.121,-78.0237,G9 V,5328,0.84,0.94,-0.27446,2
HD_93963_A,HD 93963 A,82.3432,162.777,25.6411,G0 V,5908,1.0311,1.0844,0.06781,2
HIP_10090,HIP 10090,82.3937,32.4351,-30.7471,K0,5661,1.38268,0.94,0.20641,2
HD_135872,HD 135872,82.4251,229.421,-5.20247,,4992,3.93038,1.646,0.937,1
K2_384,K2-384,82.6603,20.4998,0.75097,M4 V,3623,0.348,0.33,-1.86986,5
