---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
TOI_283,TOI-283,82.7013,118.569,-65.4415,K,5213,0.85,0.8,-0.33724,1
TOI_2093,TOI-2093,82.7982,302.738,70.8697,K5 V,4426,0.729,0.745,-0.73565,2
HIP_54515,HIP 54515,82.8101,167.307,-1.33328,A5 V,8100,1.64915,1.9,1.02101,1
TOI_5076,TOI-5076,82.857,50.5104,17.2392,K2 V,4780,0.844,0.789,-0.47366,1
HD_126105,HD 126105,82.8811,216.002,-19.8011,K1 III,4875,4.21,1.2,0.95424,1
75_Cet,75 Cet,82.9613,38.0392,-1.03503,G3 III,4809,10.38,1.92,1.7145,2
K2_9,K2-9,82.9631,176.264,0.0054085,M2.5 V,3390,0.31,0.3,-1.92082,1
HD_211403,HD 211403,83.0919,333.816,58.2756,F7 V,6273,1.206,1.2,0.36406,1
TOI_682,TOI-682,83.1548,167.885,-22.0728,,5085,1.08,0.85,-0.14982,1
HD_73534,HD 73534,83.3321,129.815,12.96,G5,4917,2.58,1.16,0.522,1
K2_21,K2-21,83.6448,340.304,-14.4893,M0.0,4222.06,0.646783,0.676023,-0.98492,2
TOI_5803,TOI-5803,84.0126,327.249,6.27818,,5134,0.7625,0.87,-0.43899,1
HD_47366,HD 47366,84.3552,99.42,-12.9857,K1 III,4866,7.3,1.81,1.41664,2
BD_10_3166,BD-10 3166,84.4069,164.619,-10.7704,K0 V,5393,0.91,1.47,-0.1912,1
TOI_1136,TOI-1136,84.5362,192.185,64.8553,,5770,0.968,1.022,-0.02687,6
HD_127195,HD 127195,84.7167,217.871,-47.7293,,4981,4.16,1.34,0.98272,2
omi_CrB,omi CrB,84.7883,230.035,29.616,K0 III,4769,11.87,1.3,1.82197,1
HD_96167,HD 96167,85.3006,166.313,-10.2913,G5,5733,1.94,1.27,0.57,1
K2_406,K2-406,85.3751,230.887,-25.3706,G4,5784,0.961,0.798,-0.05965,1
HD_80869,HD 80869,85.3951,140.791,33.9048,G5,5837,1.062,1.06,0.39977,1
HD_75784,HD 75784,85.4321,133.099,13.2331,G5,4867,3.4,1.26,0.756,2
HD_43691,HD 43691,85.6009,94.8946,41.0921,G0,6093,1.6,1.32,0.5,1
HD_2039,HD 2039,85.6922,6.08511,-56.65,G2/G3 IV/V,5945,1.19,1.23,0.1939,1
HD_81688,HD 81688,85.7183,142.167,45.6009,K0 III-IV,4797,11.13,1.07,1.78032,1
TOI_561,TOI-561,85.799,148.185,6.2161,G9 V,5342,0.843,0.806,-0.28233,4
TOI_1443,TOI-1443,85.8034,297.399,76.1392,,5224,0.7511,0.7663,-0.42022,1
TOI_6699,TOI-6699,85.8463,317.07,-63.2505,,4705.1,0.75309,0.75,-0.59732,1
K2_89,K2-89,86.0386,57.0671,20.4595,,3691,0.318,0.347,-1.32653,1
TOI_756,TOI-756,86.1759,192.104,-45.4705,M1 V,3657,0.505,0.505,-1.38722,2
HD_95086,HD 95086,86.2279,164.262,-68.6673,A8 III,7595,1.48667,1.6,0.82124,1
TOI_4641,TOI-4641,86.3501,42.5582,25.3335,,6560,1.72,1.41,0.69461,1
TOI_5205,TOI-5205,86.4493,313.771,24.361,M4.0,3430,0.394,0.392,-1.7122,1
TOI_1466,TOI-1466,86.5783,307.397,61.5507,,4435.39,0.749646,0.66,-0.80218,1
HD_205158,HD 205158,86.6159,323.919,-59.6933,,6133.55,1.87741,1.16,0.65266,1
TOI_1756,TOI-1756,86.7159,306.329,77.6364,,3891.86,0.562607,0.556454,-1.24599,1
WASP_43,WASP-43,86.7467,154.908,-9.80644,K7 V,4400,0.6,0.58,-0.82509,1
WASP_29,WASP-29,87.5953,357.879,-39.9071,,4800,0.79,0.77,-0.52509,1
HD_115954,HD 115954,87.6437,199.985,38.3691,G0 V,5957,1.213,1.18,0.4809,1
HD_95544,HD 95544,87.8049,166.323,81.039,G0,5722,1.088,1.01,0.47797,1
HD_152079,HD 152079,87.8888,253.373,-46.3334,G6 V,5907,1.128,1.147,0.10721,1
HIP_111909,HIP 111909,88.077,340.03,-49.5985,K1 III,4891,4.53,1.28,1.02,2
TOI_1054,TOI-1054,88.4343,302.114,-54.3175,,6122,1.17,1.14,0.23193,1
Kepler_408,Kepler-408,88.7832,284.786,48.4233,,6104,1.23,1.08,0.28298,1
HD_1605,HD 1605,88.8047,5.13175,30.9751,K1 IV,4915,3.49,1.33,0.81,2
TOI_1736,TOI-1736,88.9482,43.4345,69.1013,,5636,1.4286,1.0373,0.27068,2
bet_Cnc,bet Cnc,89.0472,124.129,9.18533,K4 III,4092.1,47.2,1.7,2.9,1
HD_59686_A,HD 59686 A,89.2721,112.952,17.0857,K2 III,4658,13.2,1.9,1.82166,1
TOI_5704,TOI-5704,89.637,169.825,44.9891,,4590,0.7575,0.73,-0.63927,1
TOI_5486,TOI-5486,89.6811,190.55,3.7886,,3750.17,0.553216,0.548138,-1.30844,1
HD_33283,HD 33283,89.8623,77.0045,-26.7977,G3/G5 V,5935,1.97,1.38,0.64,1
WASP_8,WASP-8,89.9606,359.901,-35.0313,G8 V,5690,0.96,1.04,-0.05754,2
K2_291,K2-291,90.0562,76.4459,21.5482,,5520,0.899,0.934,-0.16622,1
TIC_46432937,TIC 46432937,90.5369,83.869,-14.5972,,3572,0.5299,0.563,-1.3851,1
HD_48265,HD 48265,90.5446,100.007,-48.5418,G5 IV/V,5733,1.901,1.312,0.58433,2
K2_147,K2-147,90.5494,293.833,-28.4985,,3690,0.578,0.563,-1.25181,1
TOI_220,TOI-220,90.7402,91.7997,-61.9972,K0 V,5298,0.858,0.825,-0.26668,1
TOI_1301,TOI-1301,90.8693,275.863,71.5817,,4820,0.732,0.77,-0.59857,1
TOI_5532,TOI-5532,90.9985,41.3804,5.15073,,4208.45,0.662052,0.636083,-1.00617,1
HD_222076,HD 222076,91.1538,354.532,-70.9032,K0 III,4806,4.1,1.07,0.92942,1
WASP_145_A,WASP-145 A,91.299,322.254,-58.8361,K2 V,4900,0.68,0.76,-0.68352,1
HD_38801,HD 38801,91.4349,86.9963,-8.32803,K0,5338,2.029,1.207,0.65896,1
K2_354,K2-354,91.722,129.13,10.1472,,3669,0.41,0.43,-1.6137,1
TIC_139702105,TIC 139702105,91.7884,66.498,-18.2145,,5742.35,1.25423,0.9,0.03698,1
TOI_1451,TOI-1451,91.9362,186.524,61.2589,,5801,1.0162,1.0022,0.02449,1
Kepler_1649,Kepler-1649,92.1913,292.503,41.83,,3240,0.2317,0.1977,-2.28735,2
HD_118203,HD 118203,92.2589,203.51,53.7282,K0 IV,5742,2.04,1.27,0.6458,2
TOI_5736,TOI-5736,92.3604,213.758,49.5009,,3949,0.58,0.57,-1.1332,1
HAT_P_17,HAT-P-17,92.3831,324.536,30.4882,K,5246,0.87,0.99,-0.28893,2
TOI_2407,TOI-2407,92.4366,49.7465,-46.458,,3530,0.567,0.548,-1.34872,1
HD_205739,HD 205739,92.5087,324.535,-31.7378,F7 V,6176,1.33,1.22,0.36,1
11_Com,11 Com,93.1846,185.179,17.7933,G8 III,4874,13.76,2.09,1.97823,1
HD_224693,HD 224693,93.5015,359.975,-22.428,G2 V,5894,1.93,1.31,0.61,1
TIC_393818343,TIC 393818343,93.7345,310.292,3.6383,G0,5756,1.086,1.082,0.06744,1
TOI_697,TOI-697,93.7714,69.7042,-36.6813,,5681.95,0.968149,0.97,-0.10598,1
HD_106270,HD 106270,93.808,183.405,-9.51356,G5 IV,5509,2.66,1.39,0.75587,1
HD_23127,HD 23127,93.8555,54.8491,-60.0772,G2 V,5843,1.49,1.208,0.45175,1
HIP_90988,HIP 90988,94.0349,278.389,-50.2117,K1 III,4883,3.94,1.613,0.88986,1
K2_417,K2-417,94.0424,350.142,-10.0366,M V,3861,0.5776,0.569,-1.20204,1
HD_219666,HD 219666,94.1719,349.559,-56.904,G5 V,5540,1.059,1.02,-0.0278,1
TYC_8998_760_1,TYC 8998-760-1,94.6177,201.3,-64.9392,K3 IV,4573,1.02,1,-0.34,2
TOI_1174,TOI-1174,94.6375,209.217,68.6182,,5030,0.76,0.85,-0.4034,1
HD_158038,HD 158038,94.8625,261.44,27.3031,K0,4860,4.5,1.3,1.07555,1
TOI_5605,TOI-5605,95.0735,150.538,50.1454,,4583.79,0.736044,0.68,-0.74768,1
TOI_763,TOI-763,95.1274,194.468,-39.7581,G,5450,0.897,0.917,-0.15377,2
TOI_4633,TOI-4633,95.2016,256.843,62.4755,G V,5800,1.05,1.1,0.31136,1
TOI_1782,TOI-1782,95.2649,213.079,74.4118,,4336,0.669,0.68,-0.84649,2
HD_114082,HD 114082,95.3906,197.317,-60.3084,F3 V,6610,1.482,1.28,0.57749,1
HD_221416,HD 221416,95.5483,353.033,-21.8012,K0 IV/V,5080,2.943,1.212,0.71181,1
Kepler_93,Kepler-93,95.9115,291.418,38.6723,,5669,0.919,0.911,-0.10565,2
24_Boo,24 Boo,95.9863,217.156,49.8446,G3 IV,4816,12.19,1.05,1.87691,1
TOI_181,TOI-181,96.2338,352.173,-34.4914,K,4994,0.745,0.822,-0.52578,1
Kepler_446,Kepler-446,96.339,282.25,44.921,M4,3359,0.24,0.22,-2.24766,3
KELT_24,KELT-24,96.5173,161.909,71.6557,F7,6426,1.338,1.268,0.43933,1
TOI_1758,TOI-1758,96.6215,354.742,75.6852,,5169,0.81,0.88,-0.37263,1
TOI_3493,TOI-3493,96.7224,205.799,-22.5854,G1/2 V,5844,1.228,1.023,0.19294,1
K2_85,K2-85,97.2179,59.4648,18.465,,4232,0.71,0.7,-0.81171,1
HD_142245,HD 142245,97.2305,238.234,15.4306,K0,4922,4.63,3.5,1.13033,1
HD_73526,HD 73526,97.2396,129.318,-41.3184,G6 V,5601,1.53,1.14,0.33788,2
TOI_5788,TOI-5788,97.614,287.425,31.7615,,5615,0.87,0.87,-0.14752,2
TOI_1772,TOI-1772,97.7562,156.838,34.3909,,5583,0.995,0.99,-0.06194,1
K2_394,K2-394,98.0152,71.11,16.5186,,4938,0.631,0.478,-0.85841,1
b_Cen_A,b Cen A,98.0935,220.49,-37.7936,B2.5 V,5772,1,5.5,0,1
HD_94834,HD 94834,98.1609,164.313,24.1429,K0,4798,4.2,1.11,0.99301,1
TOI_808,TOI-808,98.1848,133.749,-44.2886,,5078.2,0.833198,0.87,-0.35523,1
TOI_762_A,TOI-762 A,98.4458,166.075,-47.8215,,3266,0.425,0.442,-1.73283,1
TOI_4898,TOI-4898,98.5958,197.342,-32.8295,,4201.57,0.639344,0.619077,-1.10104,1
K2_137,K2-137,98.8765,186.87,-6.19522,M3 V,3697,0.29,0.463,-1.48388,1
K2_26,K2-26,99.0504,94.2064,24.5958,M1.0 V,3785,0.52,0.56,-1.3098,1
Kepler_504,Kepler-504,99.0688,284.922,45.9723,,3519,0.33,0.33,-1.57681,1
KELT_11,KELT-11,99.1596,161.707,-9.39936,G8/K0 IV,5375,2.69,1.44,0.74429,1
HD_77946,HD 77946,99.451,136.778,46.6724,F5,6007,1.3174,1.1973,0.30878,1
TOI_251,TOI-251,99.523,353.062,-37.2559,,5875,0.881,1.036,-0.0804,1
TOI_1749,TOI-1749,99.5561,282.737,64.4195,M0 V,3985,0.55,0.58,-1.15649,3
WASP_189,WASP-189,99.731,225.687,-3.03149,,8000,2.36,2.03,1.31471,1
K2_174,K2-174,99.9293,60.793,16.3472,,4455,0.676,0.7,-0.77269,1
TOI_1533,TOI-1533,100.051,355.247,57.4852,,5146,0.849,0.88,-0.34679,2
HD_104985,HD 104985,100.576,181.316,76.9053,G9 III,4738,11.12,1.22,1.76989,1
WASP_84,WASP-84,100.588,131.107,1.85989,K0,5280,0.768,0.853,-0.325,2
TOI_1227,TOI-1227,100.641,186.767,-72.4519,M4.5V-M5V,3072,0.56,0.17,-2.60033,1
TOI_1723,TOI-1723,100.727,116.797,68.4767,,5777,1.09,1.04,0.06446,1
HD_110014,HD 110014,100.758,189.811,-7.99567,K2 III,4445,20.9,2.17,2.30408,1
Qatar_6,Qatar-6,100.848,222.21,22.1526,K2 V,5052,0.722,0.822,-0.51428,1
2MASS_J11550485_7919108,2MASS J11550485-7919108,100.862,178.769,-79.3198,,3021,0.600455,0.58846,-1.56774,1
HD_154391,HD 154391,100.947,255.32,60.6489,K1 III,4909,8.56,2.07,1.58115,1
HD_112570,HD 112570,101.166,194.282,46.1766,K0 III,4750,9.85,1.15,1.6466,1
TOI_2260,TOI-2260,101.251,247.667,49.0468,G V,5534,0.94,0.99,-0.19851,1
81_Cet,81 Cet,101.26,39.4244,-3.39636,G5 III,4734,11.21,1.23,1.76027,1
K2_222,K2-222,101.321,16.4625,11.7537,G0,5942,1.072,0.94,0.1271,1
HD_214823,HD 214823,101.368,340.083,31.7875,G0,6215,2.04,1.115,0.63849,1
DMPP_7,DMPP-7,101.386,203.528,0.498813,G1 V,6096,1.49,1.23,0.44113,1
K2_117,K2-117,101.632,133.856,10.4692,M1.0 V,3778,0.51,0.54,-1.35655,2
HIP_8152,HIP 8152,101.694,26.2093,-18.4014,,5618,0.9603,0.9373,-0.0804,2
HIP_114933,HIP 114933,101.766,349.207,-21.2033,K0 III,4823,5.27,1.39,1.13988,1
TOI_5624,TOI-5624,101.913,180.844,49.2512,,5327,0.82,0.858,-0.31336,5
TOI_199,TOI-199,102.27,80.1059,-59.8954,G9 V,5255,0.82,0.936,-0.33819,2
HIP_97233,HIP 97233,102.275,296.422,-0.696879,K0/1 III,5020,5.34,1.81,1.204,1
K2_150,K2-150,102.483,18.3444,8.98743,M2.5 V,3499,0.436,0.457,-1.58503,1
TOI_1244,TOI-1244,102.551,256.28,69.5191,,4599,0.721,0.73,-0.62893,1
K2_229,K2-229,102.564,186.873,-6.72185,G9,5315,0.79,0.87,-0.38869,2
TOI_4513,TOI-4513,102.609,18.0905,13.7551,,5623.93,0.796628,0.979,-0.26312,1
TOI_883,TOI-883,102.637,103.369,-6.50783,,5713.15,1.01477,1.003,-0.02407,1
K2_126,K2-126,102.953,203.547,-13.577,,4339,0.65,0.69,-0.87762,1
TOI_1752,TOI-1752,103.021,253.461,60.7096,M1.0&plusmn0.5 V,3762,0.53,0.524,-1.29671,2
HD_106906,HD 106906,103.029,184.471,-55.9756,F5 V,6516,2.12351,1.5,0.75,1
HD_120084,HD 120084,103.044,205.662,78.0646,G7 III,4879,10.37,2.16,1.73783,1
TOI_1437,TOI-1437,103.297,256.139,56.8425,,6008,1.17,1.1,0.28466,1
HD_79181,HD 79181,103.335,137.994,-19.7474,G8 III,4862,11.06,1.28,1.78965,1
Kepler_1319,Kepler-1319,103.917,290.956,49.3668,,3655,0.54,0.56,-1.45739,1
HD_86081,HD 86081,103.936,149.024,-3.80835,F8,5939,1.46,1.21,0.38,1
TOI_1716,TOI-1716,104.158,105.083,56.8242,,5879,1.24,1.07,0.21525,1
HD_180902,HD 180902,104.577,289.824,-23.5582,K0 III/IV,4961,4.16,1.41,0.97313,1
HD_219139,HD 219139,104.935,348.36,11.065,G5 III,4831,11.22,1.46,1.79463,1
HD_110082,HD 110082,105.096,192.589,-88.1211,F8 V,6200,1.19,1.21,0.28103,1
HD_132563,HD 132563,105.155,224.589,44.0429,F8,6289,1.29577,1.231,0.37408,1
WASP_77_A,WASP-77 A,105.166,37.1555,-7.06067,G8 V,5617,0.91,0.903,-0.12901,1
HD_136418,HD 136418,105.168,229.776,41.7324,G5,4989,3.78,1.48,0.83251,1
HIP_107773,HIP 107773,105.18,327.501,-64.7127,K1 III,4945,11.6,2.42,1.87,1
HD_224018,HD 224018,105.48,358.639,-4.72334,G V,5784,1.147,1.013,0.12385,3
K2_346,K2-346,105.58,125.986,22.6632,,4801,0.7,0.71,-0.66264,1
HD_33844,HD 33844,105.779,78.1506,-14.951,K0 III,4861,5.39,1.84,1.17,2
HIP_41378,HIP 41378,106.289,126.616,10.0804,F6,6290,1.3,1.22,0.39646,6
HD_110113,HD 110113,106.307,190.037,-44.3121,G,5732,0.968,0.997,-0.03235,2
TOI_1279,TOI-1279,107.055,185.063,56.2014,,5457,0.8426,0.8784,-0.24336,1
TOI_2545,TOI-2545,107.118,135.546,-3.42082,,5846.29,1.25324,1.055,0.21828,1
HD_161178,HD 161178,107.188,264.287,72.4559,G9 III,4786,10.95,1.06,1.75097,1
HD_167768,HD 167768,107.214,274.221,-3.00858,G8 III,4851,9.7,1.08,1.66932,1
K2_284,K2-284,107.272,79.1408,20.2549,,4140,0.607,0.63,-1.01323,1
K2_199,K2-199,107.518,208.901,-6.13608,,4491,0.682,0.711,-0.73283,2
Kepler_102,Kepler-102,107.796,281.482,47.2078,,4909,0.724,0.803,-0.58436,5
HD_152843,HD 152843,107.898,253.785,20.4915,G0,6310,1.43,1.15,0.44992,2
V1298_Tau,V1298 Tau,108.199,61.3317,20.157,K1,4970,1.32,1.1,-0.02045,4
K2_152,K2-152,108.449,181.632,-5.82743,M0.0 V,4044,0.61,0.63,-1.06048,1
GSC_06214_00210,GSC 06214-00210,108.5,245.478,-20.7193,K7,4200,0.90484,0.9,-0.42,1
Kepler_21,Kepler-21,108.522,287.362,38.7141,F6 IV,6305,1.902,1.408,0.715,1
K2_320,K2-320,108.74,163.252,5.30648,,3157,0.3,0.117,-2.12527,1
TOI_5726,TOI-5726,108.848,123.395,68.5746,,5874,1.106,1.06,0.11832,1
HIP_65426,HIP 65426,108.875,201.15,-51.5045,A2 V,8840,1.77,1.96,1.26895,1
HD_231701,HD 231701,108.877,293.018,16.4744,F8 V,6101,1.53,1.21,0.47,1
TOI_3984_A,TOI-3984 A,108.883,226.337,36.787,M4+/-0.5,3476,0.47,0.49,-1.57408,1
TOI_4308,TOI-4308,108.932,327.753,-43.5624,,5243,0.7934,0.9,-0.36795,1
HD_147873,HD 147873,109.055,246.438,-33.5672,G1 V,5972,2.29,1.38,0.77743,2
TOI_2010,TOI-2010,109.19,292.167,53.4874,F0,5929,1.079,1.112,0.11361,1
K2_212,K2-212,109.218,18.4241,3.09707,,4349,0.678,0.622,-0.90958,1
K2_242,K2-242,109.237,179.836,-6.51785,,3459,0.37,0.38,-1.808,1
Kepler_560,Kepler-560,109.308,300.207,45.0182,,3556,0.33,0.34,-1.717,1
HD_106315,HD 106315,109.353,183.472,-0.393436,F5 V,6327,1.296,1.091,0.39454,2
DMPP_9,DMPP-9,109.539,316.306,-66.9582,,6092,1.26,1.1,0.32741,1
TOI_1268,TOI-1268,109.557,198.389,62.3054,K1-K2,5300,0.92,0.96,-0.28785,1
HD_100546,HD 100546,109.677,173.356,-70.1948,B9 Vne,10500,1.85288,2.4,1.5,1
K2_36,K2-36,109.749,169.449,3.8665,K2 V,4916,0.718,0.79,-0.57,2
HD_80653,HD 80653,109.86,140.339,14.3679,G0 V,5959,1.199,1.15,0.21165,2
EPIC_206215704,EPIC 206215704,109.888,335.095,-9.50971,,3297,0.25,0.407,-2.08843,1
TOI_5628_A,TOI-5628 A,110.03,185.728,18.8367,M3.0&plusmn1.0,3310,0.35,0.36,-1.88,1
HD_2952,HD 2952,110.103,8.29384,54.8948,K0 III,4853,10.9,1.91,1.76782,1
TOI_1438,TOI-1438,110.513,280.924,74.9378,K0 V,5230,0.82,0.876,-0.34679,2
K2_31,K2-31,110.527,245.441,-23.5483,G7 V,5280,0.78,0.91,-0.11028,1
K2_88,K2-88,110.561,54.7515,19.12,,3537,0.256,0.258,-1.54478,1
K2_198,K2-198,110.567,198.844,-6.46499,,5212.9,0.757,0.799,-0.40084,3
TOI_4662,TOI-4662,111.047,57.516,-31.094,,4520.41,0.69375,0.703,-0.7574,1
TOI_125,TOI-125,111.059,23.5934,-66.6763,K0 V,5320,0.848,0.859,-0.28483,3
HD_99283,HD 99283,111.093,171.487,55.8507,K0 III,4886,11.21,1.76,1.80963,1
HD_212771,HD 212771,111.155,336.762,-17.2641,G8 IV,5003,5.27,1.56,1.18752,1
TOI_1669,TOI-1669,111.276,45.9565,83.5874,,5497,1.0561,0.9867,-0.03574,2
TOI_1691,TOI-1691,111.445,272.404,86.8603,,5759,1,1.03,-0.03058,1
HD_360,HD 360,111.542,2.0729,-8.82426,G8 III,4770,10.86,1.69,1.74162,1
K2_325,K2-325,111.638,353.917,-7.68672,,3287,0.298,0.274,-2.04801,1
HD_171028,HD 171028,111.659,278.064,6.94568,G0,5671,2.47,1.53,0.73291,1
HD_139357,HD 139357,112.09,233.817,53.9222,K4 III,4700,11.47,2.69,1.82295,1
SR_12_AB,SR 12 AB,112.317,246.831,-24.6947,,3828.93,1.10308,1,-0.62778,1
K2_62,K2-62,112.467,334.365,-12.1875,,4455,0.696,0.67,-0.72658,2
K2_316,K2-316,112.486,233.625,-23.2595,,3436,0.379,0.408,-1.82964,2
tau_Gem,tau Gem,112.537,107.785,30.245,K2 III,4388,26.8,2.3,2.51895,1
Kepler_1308,Kepler-1308,112.705,285.929,38.5207,,3468,0.34,0.35,-1.50254,1
TOI_3714,TOI-3714,112.71,69.5523,39.458,M2,3660,0.51,0.53,-1.40671,1
TOI_2458,TOI-2458,112.958,79.6215,1.25344,F9-F9.5,6005,1.31,1.05,0.34128,2
Kepler_1869,Kepler-1869,113.025,292.615,42.7643,,5808,0.902,0.987,-0.05012,2
TOI_3082,TOI-3082,113.048,195.908,-19.219,,4263,0.6847,0.664,-0.86121,1
PDS_70,PDS 70,113.064,212.042,-41.398,K7,4109,1.26,0.982,-0.45593,2
K2_277,K2-277,113.123,202.016,-15.938,,5680,0.973,0.974,-0.05061,1
TOI_1798,TOI-1798,113.181,211.094,46.5193,,5165,0.78,0.87,-0.41567,2
TOI_1751,TOI-1751,113.335,243.489,63.5335,,5970,1.3137,0.9382,0.29732,1
TOI_209,TOI-209,113.387,19.3942,-66.9031,,4806.66,0.742779,0.81,-0.53714,1
TOI_426,TOI-426,113.59,79.1022,-15.5102,G2 V,5750,0.99,1,-0.022,2
HD_169142,HD 169142,113.6,276.124,-29.7805,,7246,1.53702,1.85,0.76845,1
HD_98219,HD 98219,113.704,169.448,-23.9755,K0 III/IV,4925,4.6,1.41,1.04922,1
TOI_201,TOI-201,113.825,87.4018,-54.9104,F,6423,1.31,1.32,0.41664,3
TOI_5938,TOI-5938,114.035,303.909,28.6592,,4650,0.712,0.744,-0.70991,1
TOI_1135,TOI-1135,114.048,193.396,85.1295,G0,6320,1.202,1.119,0.31806,1
HD_111591,HD 111591,114.166,192.573,22.8631,K0 III,4884,8.03,1.94,1.58058,1
WASP_166,WASP-166,114.173,144.875,-20.9824,F9 V,6050,1.22,1.19,0.2826,1
TOI_5777,TOI-5777,114.277,141.002,82.8587,,4408.03,0.671912,0.658,-0.89438,1
K2_292,K2-292,114.293,205.376,-9.94607,G3 V,5725,1.09,1,0.09254,1
TOI_1744,TOI-1744,114.39,294.291,60.8813,,6179,1.14,1.18,0.23178,1
TOI_929,TOI-929,114.421,45.9072,-39.9308,,4457.16,0.717414,0.7,-0.73994,1
TOI_261,TOI-261,114.495,15.2181,-24.424,,5890.3,1.31383,1.069,0.24978,2
TOI_2084,TOI-2084,114.549,259.255,72.747,M2+/-0.5,3551,0.475,0.453,-1.49214,1
TIC_390586021,TIC 390586021,114.558,199.823,-31.4655,,4434.81,0.726565,0.648,-0.85517,1
K2_128,K2-128,114.637,204.438,-8.59709,,4469.51,0.777569,0.711248,-0.82159,1
HD_25723,HD 25723,114.816,61.0947,-12.7922,K1 III,4766,13.76,2.12,1.94443,1
TOI_1288,TOI-1288,114.865,313.167,65.6088,G V,5388,0.9583,0.9552,-0.1549,2
TIC_18942729,TIC 18942729,115.169,119.215,16.6772,,4360.11,0.825257,0.652,-0.73197,1
TOI_1883,TOI-1883,115.369,134.089,-12.9306,M,3554,0.506,0.495,-1.43063,1
TOI_1346,TOI-1346,115.45,256.623,68.8433,,5099,0.78,0.82,-0.47288,2
K2_216,K2-216,115.461,11.4802,6.34703,K5 V,4503,0.72,0.7,-0.72125,1
TOI_519,TOI-519,115.557,124.607,-19.6628,M V,3322,0.35,0.335,-1.85078,1
HD_144899,HD 144899,115.665,242.572,-47.9147,,6126,1.64802,1.16,0.53733,1
WASP_59,WASP-59,115.936,349.623,24.8893,K5 V,4650,0.613,0.719,-0.79407,1
HIP_67537,HIP 67537,116.046,207.581,-39.9009,K1 III,4985,8.69,2.316,1.61669,1
TOI_1839,TOI-1839,116.086,196.833,5.85205,G9 V,5347,0.89,0.86,-0.264,2
HD_113996,HD 113996,116.334,196.795,27.6244,K5 III,4181,25.11,1.49,2.46389,1
K2_110,K2-110,116.474,207.35,-12.2849,K3 V,5010,0.713,0.738,-0.56708,1
HD_10975,HD 10975,116.506,27.1628,37.9528,K0 III,4840,11.16,1.41,1.78986,1
TOI_2048,TOI-2048,116.567,237.924,52.3063,G V,5185,0.79,0.83,-0.38722,1
HD_40956,HD 40956,116.593,91.6628,63.4539,K0,4869,8.56,2,1.66436,1
TOI_2180,TOI-2180,116.685,277.944,56.6507,G5,5695,1.636,1.111,0.40552,1
2MASS_J03590986_2009361,2MASS J03590986+2009361,117.435,59.7911,20.16,,2943,0.289776,0.264996,-2.24602,1
WASP_140,WASP-140,117.598,60.3855,-20.451,K0,5300,0.87,0.9,-0.29437,1
HD_284149_A,HD 284149 A,117.807,61.6617,20.303,,6035,1.36,1.13,0.34242,1
HD_1666,HD 1666,117.908,5.21804,-19.9315,F7 V,6317,1.93,1.5,0.73,1
TOI_6034,TOI-6034,117.992,317.9,68.4021,,3635,0.489,0.514,-1.4034,1
K2_130,K2-130,118.011,290.271,-19.6909,,4356.47,0.744261,0.69563,-0.79892,1
TOI_1259_A,TOI-1259 A,118.106,282.1,79.2565,,4775,0.715,0.746,-0.58996,1
K2_323,K2-323,118.318,159.421,6.28587,,3710,0.549,0.478,-1.3393,1
BEBOP_3,BEBOP-3,119.052,110.903,79.1324,,6033,1.414,1.083,0.38321,1
HD_14787,HD 14787,119.137,35.8085,10.8368,G5,4946,5.01,1.43,1.11506,1
TOI_5806,TOI-5806,119.199,329.102,20.678,F3 V,6730,1.387,1.333,0.54986,1
TOI_1803,TOI-1803,119.24,178.046,35.1718,,4687,0.715,0.756,-0.65365,2
K2_416,K2-416,120.311,349.221,-5.2015,M V,3746,0.554,0.548,-1.27003,1
HD_181342,HD 181342,120.391,290.267,-23.6197,K0 III,4945,4.71,1.69,1.17,1
2MASS_J04414489_2301513,2MASS J04414489+2301513,120.424,70.4371,23.0309,M8.5,2936,0.231916,0.019,-2.44363,1
NGTS_34,NGTS-34,120.475,162.5,-44.5479,F8 V,6134,1.367,1.266,0.37658,1
TOI_4465,TOI-4465,121.139,276.134,15.8419,G V,5545,1.014,0.93,-0.07267,1
TIC_260969020,TIC 260969020,121.222,74.9407,-79.5859,,4572.94,0.68988,0.75,-0.68492,1
HD_125136,HD 125136,121.257,215.37,-72.3175,,4959,5.39,1.55,1.19866,1
HD_33142,HD 33142,121.375,76.8981,-13.9863,K0 III,5025.4,4.17,1.52,1.00043,3
TAP_26,TAP 26,121.402,64.7154,17.3879,,4620,1.17,1.04,-0.25,1
HD_5319,HD 5319,121.405,13.7558,0.789342,G5,4871,4.06,1.27,0.908,2
K2_404,K2-404,121.63,160.325,12.1911,M1,3748,0.552,0.552,-1.23901,1
TOI_4511,TOI-4511,121.832,49.3053,15.5017,,5418.77,1.00145,1.017,-0.01811,1
TOI_1472,TOI-1472,121.84,14.1143,48.6375,,5100,0.84,0.87,-0.35556,2
HD_102956,HD 102956,121.89,177.844,57.6407,G5,4985,4.55,1.66,1.06446,1
WASP_33,WASP-33,121.944,36.7127,37.5504,A,7430,1.444,1.495,0.81944,1
EPIC_229004835,EPIC 229004835,121.971,186.486,-1.40472,,5868,0.999,0.97,0.02989,1
WASP_156,WASP-156,122.066,32.7821,2.41819,K3 V,5036,0.8268,0.8712,-0.41794,1
